,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,observing,describing,accepting,acting,age,gender,age group
537,Often true (4),Sometimes true (3),Rarely true (2),Rarely true (2),Very often or always true (5),Rarely true (2),Sometimes true (3),Rarely true (2),Often true (4),Often true (4),Often true (4),Rarely true (2),Sometimes true (3),Sometimes true (3),Often true (4),Rarely true (2),Often true (4),Sometimes true (3),Sometimes true (3),Rarely true (2),Often true (4),Often true (4),Rarely true (2),Never or very rarely true (1),Often true (4),Often true (4),Rarely true (2),Never or very rarely true (1),Often true (4),Often true (4),Often true (4),Often true (4),Very often or always true (5),Rarely true (2),Often true (4),Often true (4),Often true (4),Sometimes true (3),Often true (4),4.1,3.1,2.2,3.1,21,female,early adulthood
538,Sometimes true (3),Sometimes true (3),Rarely true (2),Often true (4),Rarely true (2),Often true (4),Sometimes true (3),Often true (4),Never or very rarely true (1),Rarely true (2),Never or very rarely true (1),Very often or always true (5),Never or very rarely true (1),Often true (4),Often true (4),Very often or always true (5),Never or very rarely true (1),Sometimes true (3),Rarely true (2),Often true (4),Sometimes true (3),Often true (4),Sometimes true (3),Sometimes true (3),Sometimes true (3),Sometimes true (3),Sometimes true (3),Very often or always true (5),Sometimes true (3),Rarely true (2),Often true (4),Sometimes true (3),Rarely true (2),Sometimes true (3),Often true (4),Often true (4),Sometimes true (3),Sometimes true (3),Sometimes true (3),2.2,3.2,4.1,2.9,77,male,late adulthood
539,Often true (4),Sometimes true (3),Rarely true (2),Very often or always true (5),Very often or always true (5),Very often or always true (5),Very often or always true (5),Never or very rarely true (1),Sometimes true (3),Often true (4),Sometimes true (3),Often true (4),Rarely true (2),Often true (4),Very often or always true (5),Sometimes true (3),Often true (4),Sometimes true (3),Often true (4),Rarely true (2),Very often or always true (5),Often true (4),Often true (4),Rarely true (2),Often true (4),Often true (4),Rarely true (2),Often true (4),Often true (4),Often true (4),Sometimes true (3),Often true (4),Often true (4),Often true (4),Sometimes true (3),Often true (4),Often true (4),Very often or always true (5),Often true (4),3.8,3.9,3.2,3.6,21,male,early adulthood
540,Sometimes true (3),Often true (4),Sometimes true (3),Often true (4),Rarely true (2),Often true (4),Sometimes true (3),Rarely true (2),Sometimes true (3),Often true (4),Rarely true (2),Very often or always true (5),Sometimes true (3),Often true (4),Rarely true (2),Very often or always true (5),Sometimes true (3),Very often or always true (5),Never or very rarely true (1),Often true (4),Sometimes true (3),Often true (4),Often true (4),Sometimes true (3),Often true (4),Very often or always true (5),Never or very rarely true (1),Very often or always true (5),Very often or always true (5),Often true (4),Rarely true (2),Very often or always true (5),Often true (4),Often true (4),Sometimes true (3),Very often or always true (5),Very often or always true (5),Often true (4),Very often or always true (5),3.7,4.2,4.2,2.5,25,female,early adulthood
541,Sometimes true (3),Very often or always true (5),Sometimes true (3),Often true (4),,Very often or always true (5),Sometimes true (3),Never or very rarely true (1),Sometimes true (3),Very often or always true (5),Sometimes true (3),Very often or always true (5),Rarely true (2),Very often or always true (5),Often true (4),Very often or always true (5),Very often or always true (5),Very often or always true (5),Sometimes true (3),Sometimes true (3),Often true (4),Very often or always true (5),Very often or always true (5),Very often or always true (5),Often true (4),Very often or always true (5),Never or very rarely true (1),Very often or always true (5),Often true (4),Very often or always true (5),Rarely true (2),Very often or always true (5),Often true (4),Very often or always true (5),,Very often or always true (5),Very often or always true (5),Sometimes true (3),Very often or always true (5),3.6,5.0,4.2,,25,female,early adulthood
542,Sometimes true (3),Often true (4),Often true (4),Very often or always true (5),Often true (4),Often true (4),Sometimes true (3),Often true (4),Rarely true (2),Sometimes true (3),Very often or always true (5),Very often or always true (5),Very often or always true (5),Often true (4),Very often or always true (5),Very often or always true (5),Sometimes true (3),Often true (4),Sometimes true (3),Very often or always true (5),Sometimes true (3),Often true (4),Very often or always true (5),Very often or always true (5),Sometimes true (3),Often true (4),Sometimes true (3),Very often or always true (5),Sometimes true (3),Sometimes true (3),Often true (4),Very often or always true (5),Sometimes true (3),Sometimes true (3),Often true (4),Very often or always true (5),Sometimes true (3),Sometimes true (3),Sometimes true (3),3.2,3.8,4.9,3.9,39,male,early middle age
543,Sometimes true (3),Sometimes true (3),Rarely true (2),Often true (4),Sometimes true (3),Often true (4),Sometimes true (3),Rarely true (2),Never or very rarely true (1),Very often or always true (5),Sometimes true (3),Sometimes true (3),Rarely true (2),Often true (4),Very often or always true (5),Very often or always true (5),Sometimes true (3),Often true (4),Sometimes true (3),Sometimes true (3),Sometimes true (3),Often true (4),Often true (4),Often true (4),Often true (4),Often true (4),Rarely true (2),Often true (4),Often true (4),Sometimes true (3),Rarely true (2),Often true (4),Very often or always true (5),Sometimes true (3),Sometimes true (3),Very often or always true (5),Sometimes true (3),Often true (4),Sometimes true (3),3.1,3.9,3.8,3.1,41,male,early middle age
544,Sometimes true (3),Rarely true (2),Rarely true (2),Sometimes true (3),Rarely true (2),Rarely true (2),Sometimes true (3),Rarely true (2),Rarely true (2),Rarely true (2),Rarely true (2),Sometimes true (3),Sometimes true (3),Sometimes true (3),Often true (4),Often true (4),Sometimes true (3),Rarely true (2),Sometimes true (3),Often true (4),Often true (4),Sometimes true (3),Sometimes true (3),Rarely true (2),Sometimes true (3),Rarely true (2),Never or very rarely true (1),Often true (4),Often true (4),Sometimes true (3),Very often or always true (5),Very often or always true (5),Often true (4),Rarely true (2),Rarely true (2),Often true (4),Rarely true (2),Sometimes true (3),Often true (4),3.0,2.2,3.4,2.8,49,male,late middle age
545,Sometimes true (3),Often true (4),Sometimes true (3),Rarely true (2),Sometimes true (3),Very often or always true (5),Very often or always true (5),Never or very rarely true (1),Very often or always true (5),Often true (4),Often true (4),Sometimes true (3),Often true (4),Often true (4),Very often or always true (5),Sometimes true (3),Sometimes true (3),Often true (4),Very often or always true (5),Never or very rarely true (1),Often true (4),Often true (4),Sometimes true (3),Never or very rarely true (1),Sometimes true (3),Very often or always true (5),Never or very rarely true (1),Sometimes true (3),Sometimes true (3),Often true (4),Very often or always true (5),Often true (4),Very often or always true (5),Often true (4),Often true (4),Often true (4),Very often or always true (5),Often true (4),Very often or always true (5),3.9,4.2,2.4,3.9,30,male,early adulthood
546,Often true (4),Very often or always true (5),Never or very rarely true (1),Rarely true (2),Sometimes true (3),Often true (4),Never or very rarely true (1),Sometimes true (3),Rarely true (2),Often true (4),Rarely true (2),Sometimes true (3),Rarely true (2),Often true (4),Never or very rarely true (1),Often true (4),Rarely true (2),Often true (4),Rarely true (2),Sometimes true (3),Never or very rarely true (1),Often true (4),Never or very rarely true (1),Sometimes true (3),Often true (4),Often true (4),Never or very rarely true (1),Often true (4),Often true (4),Often true (4),Rarely true (2),Often true (4),Often true (4),Rarely true (2),Never or very rarely true (1),Sometimes true (3),Often true (4),Never or very rarely true (1),Rarely true (2),3.2,3.9,3.2,1.3,18,female,adolescence
547,Very often or always true (5),Very often or always true (5),Never or very rarely true (1),Often true (4),Sometimes true (3),Very often or always true (5),Sometimes true (3),Never or very rarely true (1),Very often or always true (5),Very often or always true (5),Rarely true (2),Very often or always true (5),Sometimes true (3),Often true (4),Very often or always true (5),Very often or always true (5),Sometimes true (3),Often true (4),Rarely true (2),Very often or always true (5),Very often or always true (5),Often true (4),Rarely true (2),Rarely true (2),Very often or always true (5),Very often or always true (5),Never or very rarely true (1),Sometimes true (3),Very often or always true (5),Often true (4),Often true (4),Often true (4),Very often or always true (5),Very often or always true (5),Sometimes true (3),Often true (4),Often true (4),Often true (4),Often true (4),4.2,4.6,3.7,2.7,39,female,early middle age
548,Sometimes true (3),Often true (4),Sometimes true (3),Rarely true (2),Often true (4),Often true (4),Often true (4),Sometimes true (3),Sometimes true (3),Often true (4),Sometimes true (3),Sometimes true (3),Often true (4),Often true (4),Often true (4),Often true (4),Often true (4),Often true (4),Often true (4),Rarely true (2),Often true (4),Often true (4),Sometimes true (3),Often true (4),Sometimes true (3),Often true (4),Rarely true (2),Often true (4),Often true (4),Sometimes true (3),Often true (4),Often true (4),Very often or always true (5),Often true (4),Often true (4),Often true (4),Often true (4),Often true (4),Often true (4),3.7,4.0,3.3,3.5,62,male,late middle age
549,Often true (4),Rarely true (2),Never or very rarely true (1),Never or very rarely true (1),Often true (4),Rarely true (2),Sometimes true (3),Sometimes true (3),Rarely true (2),Rarely true (2),Never or very rarely true (1),Never or very rarely true (1),Rarely true (2),Never or very rarely true (1),Sometimes true (3),Never or very rarely true (1),Very often or always true (5),Never or very rarely true (1),Rarely true (2),Never or very rarely true (1),Rarely true (2),Never or very rarely true (1),Never or very rarely true (1),Rarely true (2),Rarely true (2),Never or very rarely true (1),Never or very rarely true (1),Rarely true (2),Sometimes true (3),Rarely true (2),Often true (4),Never or very rarely true (1),Often true (4),Rarely true (2),Never or very rarely true (1),Sometimes true (3),Sometimes true (3),Never or very rarely true (1),Rarely true (2),3.0,1.5,1.7,1.8,40,male,early middle age
550,Sometimes true (3),Often true (4),Sometimes true (3),Often true (4),Rarely true (2),Often true (4),Often true (4),Rarely true (2),Sometimes true (3),Often true (4),Rarely true (2),Often true (4),Often true (4),Often true (4),Very often or always true (5),Very often or always true (5),Often true (4),Often true (4),Sometimes true (3),Very often or always true (5),Often true (4),Often true (4),Sometimes true (3),Very often or always true (5),Often true (4),Rarely true (2),Rarely true (2),Very often or always true (5),Often true (4),Often true (4),Sometimes true (3),Very often or always true (5),Often true (4),Rarely true (2),Rarely true (2),Very often or always true (5),Often true (4),Sometimes true (3),Often true (4),3.6,3.5,4.4,3.0,45,female,late middle age
551,Very often or always true (5),Never or very rarely true (1),Sometimes true (3),Rarely true (2),Rarely true (2),Rarely true (2),Often true (4),Sometimes true (3),Often true (4),Rarely true (2),Often true (4),Sometimes true (3),Often true (4),Rarely true (2),Very often or always true (5),Sometimes true (3),Rarely true (2),Rarely true (2),Often true (4),Often true (4),Often true (4),Rarely true (2),Very often or always true (5),Sometimes true (3),Sometimes true (3),Rarely true (2),Often true (4),Often true (4),Often true (4),Never or very rarely true (1),Often true (4),Sometimes true (3),Often true (4),Never or very rarely true (1),Very often or always true (5),Never or very rarely true (1),Never or very rarely true (1),Often true (4),Often true (4),3.1,1.8,2.9,4.2,37,female,early middle age
